,image_id,question,answer
191977,447363,How many toppings are on the pizza?,3
43440,12284,How many raindrops are on the umbrella?,3
240317,68401,How many zebras are standing together?,3
422603,517830,How many stories does that house have?,3
170658,73568,How many people are wearing logos?,3
203802,319688,How many cups are in the picture?,3
190810,315994,How many electronic devices are on the desk?,3
74117,309319,How many people are inside the court?,3
283458,257176,How many benches do you see?,3
105646,423114,How many giraffes?,3
354700,431169,How many drawers?,3
356390,235091,How many kids are in the picture?,3
143528,171142,How many animals are shown here?,3
112807,425150,How many floors are there in this building?,3
287136,345014,How many train cars?,3
266319,338529,How many eyes can be seen?,3
238908,447444,How many slices of bread are on the cutting board?,3
260610,205724,How many colors of apples are there?,3
397754,247895,How many elephants are there?,3
156574,44266,How many chairs are visible in the picture?,3
199896,187540,How many sheep are in the picture?,3
346049,231963,How many people waiting for the train?,3
417178,516220,How many benches are there for the crowd to sit on?,3
378778,27798,How many people can be counted in this photo?,3
272842,471658,How many pancakes are in the stack?,3
438543,471315,How many elephants are in the photo?,3
37881,260195,How many glasses are there?,3
423621,275795,How many monitors are there?,3
46646,275339,How many jars are there?,3
91327,419015,How many surfers are there?,3
310828,243044,What is the number of the man at bat?,3
44929,536964,How many people are in the boat?,3
405198,381270,How many tiers is this wedding cake?,3
24649,531362,How many tiers are there?,3
290336,199196,How many street signs are there?,3
303036,480893,How many elephants can you see?,3
170501,272203,How many decorative pillows are on the bed?,3
121265,34285,How many people on horses?,3
45890,373532,How many vegetables are in this scene?,3
190705,184884,How many flags are there?,3
344503,493570,How many horses?,3
248160,201891,How many men are there?,3
386129,215481,How many buses are there?,3
8684,98720,How many zebras are there?,3
346925,494382,How many birds are there?,3
217558,250579,How many different meals are in this photo?,3
310796,483162,How many candlesticks are there?,3
201329,56886,How many sheep are in the picture with a black dog?,3
394233,478056,How many birds are there?,3
252556,334320,How many animals are present?,3
222995,325487,How many players are in this shot?,3
77069,21780,How many players are there?,3
179276,312785,How many plates are on the table?,3
69491,543942,How many towels are pictured?,3
144164,565109,How many red poles are by the castle?,3
360725,236406,How many zebras are there?,3
371828,239805,How many people are there?,3
204935,451107,How many slices of cake are there?,3
229347,458390,How many fire escapes do you see?,3
328210,95308,How many people are in this photo?,3
76178,283678,How many people are on the field?,3
374289,171158,How many people are in the picture?,3
46868,480538,How many skateboards are in the picture?,3
301150,87137,How many slices are missing?,3
336131,496879,How many people are sitting at the table to the left?,3
61712,541712,How many chairs can you see?,3
173580,573284,How many bike riders are there?,3
232121,65979,How many candles are on the table?,3
230070,65360,How many wheels on the plane?,3
103589,310716,How many zebras are at the zoo?,3
371046,108500,How many vehicles are in this image?,3
407786,194748,How many tennis courts are present?,3
78832,153340,How many motorcycles are in the picture?,3
388823,507329,How many animals are there?,3
205495,320217,How many boats are on the water?,3
183746,576157,How many elephants are there?,3
80066,153655,How many benches?,3
103572,29288,How many people could be seated on this couch?,3
436046,392825,How many trucks are there?,3
224331,63745,How many people are in the water?,3
390603,114692,How many people are in the photo?,3
160928,569769,How many different types of berries in this picture?,3
257589,335847,How many lights are on in the front of the train?,3
395715,156628,How many chairs?,3
93205,448530,How many tomatoes are shown in the refrigerator?,3
124181,49551,How many lights are on each pole?,3
91327,419015,How many surfers are there?,3
31510,140044,How many animals on the field?,3
112170,424979,How many hands are holding the sandwiches?,3
32081,271254,How many candles on the cake?,3
300066,348951,How many animals are standing?,3
87565,24725,How many sinks are pictured?,3
76156,283673,How many cups are there?,3
122001,558788,How many wheels are touching the ground?,3
217803,323896,How many cars are there?,3
241489,543490,How many birds are there?,3
120777,27539,How many umbrellas are there?,3
200387,56604,How many sources of light are seen here?,3
371381,370745,How many birds are in the trees?,3
149395,173315,How many zebras are there?,3
291355,346310,How many animals are in this picture?,3
45611,537188,How many suitcases have locks on them?,3
422071,517652,How many drinks are on the tray?,3
250049,333599,How many people in the picture?,3
287252,345047,How many place settings?,3
243597,469315,How many red lights are there?,3
297451,194247,How many books are shown?,3
329321,357762,How many people are riding horses in this image?,3
336270,228808,How many sheep are there?,3
82247,154310,How many cows are there?,3
256998,73511,How many touch buttons are there?,3
71264,544457,How many vases are there?,3
408245,513282,How many boats are there?,3
28641,532501,How many light fixtures are in this picture?,3
342720,99788,How many kinds of meat products are here?,3
56938,498091,How many animals on the bed?,3
92934,426470,How many boats are there?,3
130396,430065,How many animals?,3
212034,60018,How many street signs are in this photo?,3
133068,561907,How many women are in the photo?,3
298394,479496,How many girls are there?,3
31778,402243,How many towels are hanging on the wall?,3
79903,5115,How many shelves?,3
102832,260317,How many books are there?,3
238908,447444,How many slices of bread are on the cutting board?,3
52350,14748,How many glasses are in this picture?,3
59943,2823,How many bikes are visible?,3
350521,235489,How many clasps does the case have?,3
366531,107097,How many balls are on the ground?,3
8241,126651,How many white labels are there?,3
140713,530925,How many people are in the image?,3
251709,71970,How many cows are stacked?,3
331181,489426,How many fingers on the player's left hand can you see individually?,3
124018,503089,How many baby elephants are there?,3
341981,492754,How many vehicles are pictured?,3
369224,370059,How many people?,3
290630,494592,How many surfboards are shown?,3
200975,96845,How many planes are there?,3
228740,327153,How many oranges are there?,3
299305,217649,How many trees are shown?,3
192214,551267,How many smalls dishes are there?,3
375226,240836,How many animals are there?,3
409561,120524,How many animals are here?,3
82669,285512,How many bananas are on the pie?,3
408228,91288,How many cars are there?,3
398320,379177,How many beverages are there in this group of pictures?,3
242872,462401,How many have no shirts on?,3
437414,391297,How many pizza slices are remaining?,3
83145,285649,How many wheels are shown?,3
235175,197959,How many lights are there?,3
397992,510141,How many plates are there?,3
368710,500991,How many pancakes are there?,3
241489,543490,How many birds are there?,3
248588,70952,How many people are in the image?,3
93857,244712,How many vehicles are visible?,3
252698,72216,How many elephants?,3
232746,197222,How many zebras do you see?,3
